Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL300821,,0,608.65,1,3.43,23B,COCC1=C(C(=O)OC)[C@H](c2ccc(F)c(F)c2)N(C(=O)N[C@H]2CC[C@@H](N3CCN(c4ccccc4C#N)CC3)C2)C(=O)N1,Ki,'=',51,nM,7.29,,,UO_0000065,11.98,0.23,3.86,5.73,FALSE,CHEMBL649158,Displacement of [125I]HEAT from human Alpha-1B adrenergic receptor stably expressed in LM cells,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133287,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2000,CHEMBL3307534,
CHEMBL273316,,0,270.34,0,1.38,9c,CCn1ncnc1-c1ccccc1NCC1=NCCN1,EC50,'=',63.1,nM,7.2,,,UO_0000065,,,,,FALSE,CHEMBL651233,Agonism of human alpha-1B adrenergic receptor,,,,,,,,,,,,,,,,,,,,,,
CHEMBL288768,,0,510.56,1,4.05,18,CC1=C(C(=O)NCCCN2CCC(C#N)(c3ccc(F)cc3)CC2)[C@@H](c2ccc(F)c(F)c2)CC(=O)N1,Ki,'=',1040,nM,5.98,,,UO_0000065,,,,,FALSE,CHEMBL646247,In vitro antagonism at Alpha-1B adrenergic receptor,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133242,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2000,None,
CHEMBL137598,,0,355.4,0,2.15,1,COc1cc2nc(N3CCN(c4ccco4)CC3)nc(N)c2cc1OC,Ki,'=',0.46,nM,9.34,,,UO_0000065,26.27,0.49,7.19,10.39,FALSE,CHEMBL646250,The binding affinity towards Alpha-1B adrenergic receptor in the COS cell line.,B,BAO_0000219,cell-based format,None,None,None,COS,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132568,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL271507,,0,271.32,0,2.34,9,COc1ccccc1C1NCCc2cc(O)c(O)cc21,Activity,'=',36.31,%,,,,UO_0000187,,,,,FALSE,CHEMBL4416566,Agonist activity at human alpha1 beta adrenergic receptor expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium influx by measuring fluorescence intensity at 100 uM by FLIPR assay relative to epinephrine,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4414622,1,Scientific Literature,J Nat Prod,2019,None,
CHEMBL2205817,,0,280.37,0,1.38,35,OC12C3C4CC5C6C4C1C6C(C53)N2CCc1cccnc1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2215105,Binding affinity to alpha1B adrenergic receptor at 10 uM,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2203059,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL191460,,0,739.8,2,6.55,11a,CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)CCC1CCCC1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,Ki,'=',316.23,nM,6.5,,,UO_0000065,12.7,0.23,-0.05,18.27,FALSE,CHEMBL839353,Binding affinity towards human alpha-1B-adrenergic receptor expressed in CHO cells using the radioligand [3H]prazosin,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142810,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,CHEMBL3308072,
CHEMBL318544,,0,260.34,0,1.24,13,CCCNC(=O)c1ccccc1NCC1=NCCN1,Max,'=',77,%,,,,UO_0000187,,,,,TRUE,CHEMBL642026,Efficacy against alpha 1B-adrenoceptor in human expressed as phenylephrine response at the dose of 40 uM.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL97044,,0,258.32,0,0.99,17,O=C(NC1CC1)c1ccccc1NCC1=NCCN1,EC50,'=',251.19,nM,6.6,,,UO_0000065,,,,,FALSE,CHEMBL858092,Potency against cloned human alpha 1B adrenoceptor expressed in rat-1 fibroblasts.,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134725,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2001,None,
CHEMBL1796029,,0,411.93,0,3.39,30,O=C1CC(c2ccccc2)CC(=O)N1CCN1CCN(c2ccccc2Cl)CC1,Ki,'=',2238.72,nM,5.65,,,UO_0000065,13.72,0.27,2.26,12.88,FALSE,CHEMBL1798144,Displacement of [125I]BE-2254 from human adrenergic Alpha-1B receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1795327,1,Scientific Literature,Eur. J. Med. Chem.,2011,CHEMBL3307715,
CHEMBL42361,,0,403.57,0,4.49,(+/-)-21,CC(C)C(C(=O)NCCCN1CCC(C#N)(c2ccccc2)CC1)c1ccccc1,Ki,'=',1200,nM,5.92,,,UO_0000065,14.67,0.27,1.43,10.55,FALSE,CHEMBL649157,Inhibition of binding of [125I]HEAT to cloned human alpha-1B adrenergic receptor.,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133241,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2000,None,
CHEMBL1643902,,0,297.42,0,3.45,14f,CN(CCc1cccc(F)c1)[C@H]1C2C3CC4C5C3CC2C5C41,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2432336,Inhibition of adrenergic alpha1B receptor (unknown origin) at 10 uM by PDSP assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL323778,,0,494.62,0,3.96,12,O=c1oc2ccccc2n1C1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1,Ki,'=',309.03,nM,6.51,,,UO_0000065,13.16,0.25,2.55,7.11,FALSE,CHEMBL643905,Binding affinity towards Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134976,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL292521,,0,384.48,0,3.52,9-Hydroxycorynantheidine,CC[C@@H]1CN2CCc3c([nH]c4cccc(O)c34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,Inhibition,'=',29,%,,,,UO_0000187,,,,,FALSE,CHEMBL4380074,Displacement of [3H]prazosin from human recombinant adrenergic alpha-1B receptor expressed in CHO cell membranes at 10000 nM incubated for 60 mins relative to control,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4376854,1,Scientific Literature,J Med Chem,2020,CHEMBL3308072,
CHEMBL2312537,,0,389.5,0,4.01,1,c1ccc(OCCNCC2COCC(c3ccccc3)(c3ccccc3)O2)cc1,Ki,'=',120.23,nM,6.92,,,UO_0000065,17.77,0.33,2.91,17.42,FALSE,CHEMBL4391913,Displacement of [3H]Prazosin from human recombinant alpha 1B adrenergic receptor expressed in CHO cells incubated for 30 mins by radioligand competition binding assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4390666,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL490865,,0,528.65,1,3.41,11,CCOc1ccccc1N1CCN(CC(O)CN2C(=O)N(C)C(=O)C2(c2ccccc2)c2ccccc2)CC1,Kd,'=',851.14,nM,6.07,,,UO_0000065,,,,,FALSE,CHEMBL1259976,Antagonist activity at adrenergic Alpha-1B receptor in guinea pig spleen,F,BAO_0000221,tissue-based format,Cavia porcellus,CHEMBL3559722,Spleen,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1255177,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL2,PRAZOSIN,4,383.41,0,1.78,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Ki,'=',0.4074,nM,9.39,,,UO_0000065,24.49,0.46,7.61,8.78,FALSE,CHEMBL4139219,Displacement of [3H]prazosin from human alpha1B adrenoceptor expressed in CHO cell membranes after 30 mins,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4138091,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL3740019,,0,439.56,0,4.16,9,Cc1ccc(N2CCN(CCc3ccc(CN4C(=O)c5ccccc5C4=O)cc3)CC2)cc1,IC50,'=',28.91,nM,7.54,,,UO_0000065,17.15,0.31,3.38,17.19,FALSE,CHEMBL3744074,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3739328,1,Scientific Literature,Bioorg. Med. Chem.,2015,None,
CHEMBL4176474,,0,405.54,0,4.4,27a,O=C(OCc1ccccc1)N1Cc2ccc(N3CCN(C4CCCC4)CC3)cc2C1,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL4153394,Displacement of [3H]-Prazosin from human adrenergic alpha1B receptor expressed in HEKT cells at 10 uM after 90 mins by microbeta scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4152214,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL311247,,0,418.5,0,3.46,5,O=C1c2ccccc2C(=O)N1CCCCN1CCC(n2c(O)nc3ccccc32)CC1,Ki,'=',3,nM,8.52,,,UO_0000065,20.37,0.38,5.06,10.83,FALSE,CHEMBL648799,Ability to displace beta ([125I]-iodo-4-hydroxyphenyl)-ethylamino methyl tetralone from human cloned Alpha-1b adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1131394,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1998,CHEMBL3307534,
CHEMBL493697,,0,449.55,0,4.03,(R)-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL101739,,0,357.5,1,5.24,8,c1ccc2c(c1)CCC1(CCN(CCc3cccc4ccccc34)CC1)O2,Ki,'=',55,nM,7.26,,,UO_0000065,20.31,0.37,2.02,58.22,FALSE,CHEMBL648108,Displacement of [125I]HEAT from human Alpha-1B adrenergic receptor expressed in LM cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132031,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,CHEMBL3307534,
CHEMBL78676,,0,468,0,3.73,1l,COc1ccc(Cl)cc1N1CCN(CCCNc2cc(-c3ccccc3)nn(C)c2=O)CC1,pK1b,'=',8.7,,,,,,,,,,FALSE,CHEMBL816953,Experimental binding affinity for alpha-1B-adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134534,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL420205,,0,449.53,0,3.02,1b,CC(=O)c1c(-c2ccccc2)nn(C)c(=O)c1NCCN1CCN(c2ccccc2F)CC1,pK1b,'=',8.42,,,,,,,,,,FALSE,CHEMBL816953,Experimental binding affinity for alpha-1B-adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134534,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL362954,,0,296.37,0,2.61,2,COc1cccc(N(NC2=NCCN2)c2ccc(C)cc2)c1,Ki,'=',102.8,nM,6.99,,,UO_0000065,23.58,0.43,4.38,14.29,FALSE,CHEMBL884794,Binding affinity towards human alpha-1B adrenergic receptor expressed in Chinese Hamster ovary (CHO) cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143453,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,CHEMBL3308072,
CHEMBL302637,NORTOPSENTIN A,0,456.14,1,6.23,3,Brc1ccc2c(-c3c[nH]c(-c4c[nH]c5cc(Br)ccc45)n3)c[nH]c2c1,Ki,'=',520,nM,6.28,,,UO_0000065,13.78,0.34,0.05,10.43,FALSE,CHEMBL648797,Compound was tested for its binding affinity towards Rat-1 cells stably expressing hamster Alpha-1b adrenergic receptor by displacing [125I]HEAT (2-beta-(4-hydroxyphenyl)-ethylaminomethyltetralone),B,BAO_0000219,cell-based format,Cricetulus griseus,None,None,Rat-1,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1129158,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1996,None,
CHEMBL2312536,,0,419.52,0,4.02,(S)-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL70691,,0,251.35,0,1.83,31,COc1ccc(SC)c(NCC2=NCCN2)c1,Max,'=',92,%,,,,UO_0000187,,,,,FALSE,CHEMBL652788,Efficacy as % of the maximal effect observed for nonselective agonist phenylephrine in rat-1 fibroblasts expressing human Alpha-1B adrenergic receptor,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL61483,,0,473.6,0,4.09,13,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4c(-c5ccccc5)csc4c3=O)C[C@@H]21,Ki,'=',0.33,nM,9.48,,,UO_0000065,20.02,0.38,5.39,14.08,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL61491,,0,391.47,0,2.36,27,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4ccccc4c3=O)C[C@@H]21,Ki,'=',1.16,nM,8.94,,,UO_0000065,22.83,0.42,6.58,13.27,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL330599,,0,431.53,0,4.51,5,COc1cccc(OC)c1OCCNCC1C(=O)c2ccccc2CC1c1ccccc1,Log Ki,'=',6.11,nM,,,,UO_0000065,,,,,FALSE,CHEMBL643903,The binding affinity was evaluated on cloned human alpha-1B adrenergic receptor expressed in chinese hamster ovary(CHO) cells by using [3H]prazosin as radioligand.,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132324,1,Scientific Literature,J. Med. Chem.,1999,None,
CHEMBL762,OXYMETAZOLINE,4,260.38,0,2.85,Oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Ki,'=',831.76,nM,6.08,,,UO_0000065,23.35,0.44,3.23,13.63,FALSE,CHEMBL647201,Affinity to human Alpha-1B adrenergic receptor determined by radioligand binding techniques from rat-1 fibroblasts membranes,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135421,1,Scientific Literature,J. Med. Chem.,2002,None,
CHEMBL432026,,0,666.82,1,4.25,16,CCC1=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C(c2ccc([N+](=O)[O-])cc2)C(C(N)=O)=C(COCCN)N1,Ki,'=',36.3,nM,7.44,,,UO_0000065,11.16,0.21,3.19,4.49,FALSE,CHEMBL643868,Binding affinity against human Alpha-1b adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132000,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL3972155,,0,378.47,0,4.24,42,CCOc1cc2c(cc1OC)C1Cc3c([nH]c4ccc(OC)cc34)CN1CC2,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3859690,Antagonist activity at human full-length N-terminal SNAP-tagged alpha1B adrenoceptor expressed in HEK293 cells assessed as inhibition of agonist-induced calcium mobilization preincubated for 10 mins followed by agonist addition by fluo-4 AM dye-based assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3856276,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL1651208,,0,461.95,1,6.18,2,O=C(O)c1cc(-c2cccc(COc3ccc4c(c3)CN(C3CCCC3)C4=O)c2)ccc1Cl,Inhibition,'=',44,%,,,,UO_0000187,,,,,FALSE,CHEMBL2183971,Inhibition of radioligand binding to human adrenergic alpha1b receptor at 10 uM,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2177081,1,Scientific Literature,J. Med. Chem.,2012,None,
CHEMBL299907,,0,392.46,0,1.76,25,COc1cccc2c1CC[C@H]1CN(CCn3c(=O)[nH]c4cccnc4c3=O)C[C@@H]21,Ki,'=',8.2,nM,8.09,,,UO_0000065,20.6,0.38,6.33,10.08,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL155327,,0,242.28,0,1.76,8,c1ccc(-c2ccno2)c(NCC2=NCCN2)c1,IC50,'=',131.83,nM,6.88,,,UO_0000065,28.4,0.52,5.12,11.02,FALSE,CHEMBL651236,In vitro binding affinity against human Alpha-1B adrenergic receptor expressed in rat-1 fibroblasts,B,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135065,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL2,PRAZOSIN,4,383.41,0,1.78,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,Ki,'=',0.55,nM,9.26,,,UO_0000065,24.15,0.45,7.48,8.66,FALSE,CHEMBL648112,Binding affinity against human Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132000,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1999,None,
CHEMBL3298749,,0,640.77,1,3.77,20,COc1ccccc1N1CCN(CCn2c(=O)[nH]c3c(sc4ccc(NC(=O)CCC(=O)NCc5ccccc5)cc43)c2=O)CC1,Ki,'=',2.692,nM,8.57,,,UO_0000065,13.37,0.25,4.8,6.66,FALSE,CHEMBL3299605,Displacement of [125I]BE2254 from human alpha1b receptor expressed in HEK293 cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3297709,1,Scientific Literature,Eur. J. Med. Chem.,2014,CHEMBL3307715,
CHEMBL116292,,0,500.06,1,4.96,15,O=C(c1ccc(Cl)cc1)C1CCN(CC[C@H]2CCCN2S(=O)(=O)c2ccc3cc[nH]c3c2)CC1,Ki,'=',93.33,nM,7.03,,,UO_0000065,14.06,0.28,2.07,9.57,FALSE,CHEMBL643905,Binding affinity towards Alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134976,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL597,PHENTOLAMINE,4,281.36,0,2.84,Phentolamine 1,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,Ki,'=',47.4,nM,7.32,,,UO_0000065,26.03,0.48,4.48,15.3,FALSE,CHEMBL884794,Binding affinity towards human alpha-1B adrenergic receptor expressed in Chinese Hamster ovary (CHO) cells,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1143453,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2005,CHEMBL3308072,
CHEMBL3742253,,0,493.53,0,4.87,24,O=C1c2ccccc2C(=O)N1Cc1ccc(CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)cc1,IC50,'=',19.69,nM,7.71,,,UO_0000065,15.61,0.29,2.84,17.57,FALSE,CHEMBL3744074,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3739328,1,Scientific Literature,Bioorg. Med. Chem.,2015,None,
CHEMBL154170,,0,266.35,0,2.47,20,Cc1cccnc1-c1ccccc1NCC1=NCCN1,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL875931,In vitro activation of human Alpha-1B receptor expressed in rat-1 fibroblasts via calcium mobilization through the Gq coupled PLC pathway as functional assay,F,BAO_0000019,assay format,None,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1135065,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2002,None,
CHEMBL2205829,,0,309.37,0,1.68,8j,OC12C3C4CC5C6C4C1C6C(C53)N2Cc1ccc2c(c1)OCO2,Inhibition,'<',50,%,,,,UO_0000187,,,,,FALSE,CHEMBL2432336,Inhibition of adrenergic alpha1B receptor (unknown origin) at 10 uM by PDSP assay relative to control,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL2429832,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL445325,,0,435.52,0,3.08,48,COc1cc2ncn(CCN3C[C@@H]4CCc5c(OC)cccc5[C@@H]4C3)c(=O)c2cc1OC,Ki,'=',15.3,nM,7.82,,,UO_0000065,17.94,0.33,4.74,11.87,FALSE,CHEMBL649215,Binding affinity to hamster alpha-1B adrenergic receptor,B,BAO_0000357,single protein format,Cricetulus griseus,None,None,None,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1134501,1,Scientific Literature,J. Med. Chem.,2001,None,
CHEMBL94188,,0,497.52,0,3.6,49,N#Cc1cc(F)ccc1C1CCN(CCCNC(=O)C2=CNC(=O)N[C@@H]2c2ccc(F)c(F)c2)CC1,Ki,'=',26,nM,7.58,,,UO_0000065,15.25,0.29,3.99,7.8,FALSE,CHEMBL651988,Evaluated for the ability to displace [125I]- HEAT from human cloned Alpha-1B adrenergic receptor stably expressed in LM cells.,B,BAO_0000219,cell-based format,None,None,None,LM,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1133772,1,Scientific Literature,J. Med. Chem.,2000,CHEMBL3307534,
CHEMBL3923241,,0,428.51,1,5.57,16,COc1cc2c(cc1OC)C1Cc3c([nH]c4ccccc34)C(c3ccc(F)cc3)N1CC2,IC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3859690,Antagonist activity at human full-length N-terminal SNAP-tagged alpha1B adrenoceptor expressed in HEK293 cells assessed as inhibition of agonist-induced calcium mobilization preincubated for 10 mins followed by agonist addition by fluo-4 AM dye-based assay,A,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3856276,1,Scientific Literature,J Med Chem,2016,CHEMBL3307715,
CHEMBL3911497,,0,351.44,0,2.75,9,COc1cccc(OC)c1OCCNCC1COC2(CCCCC2)O1,Ki,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3878027,Displacement of [3H]prazosin from recombinant human alpha1b adrenergic receptor expressed in CHO cell membranes after 30 mins by TopCount liquid scintillation counting method,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL232,Alpha-1b adrenergic receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3877267,1,Scientific Literature,Eur J Med Chem,2017,CHEMBL3308072,
