Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES
MMSKDIBKZJETID-UHFFFAOYNA-N,CHEMBL309949,147,A,6.17,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=CC2)CCCCN3CCC(N4C(OC5=C4C=C6C(CCCC6)=C5)=O)CC3)(=O)=O
NIQWPNGICRVKCM-CYSPOYASNA-N,CHEMBL403280,147,A,7.12,chembl20,469777,9606,ADRA1B,93,C=1C(=C(C=CC1)N2CCN(C3CCC(CC3)NC(NC=4C=CC(=CC4F)F)=O)CC2)OC(C)C
NHRXMVNDSUMAIN-UHFFFAOYNA-N,11857639,147,A,6.3279,pubchem,290867,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=CC(F)=C(F)C=C4
OQWZIAVXCYIZNN-HPRFPMAVNA-N,CHEMBL521179,24173,A,5.85,chembl20,538172,10116,ADRA1B,93,C=1(C=NNC1)C2=CC=C(NC(C3COC4=C(O3)C=CC=C4)=O)C(=C2)OCCN(C)C
MJJALKDDGIKVBE-UHFFFAOYNA-N,CHEMBL305660,24173,A,6.63,chembl20,774697,10116,ADRA1B,93,C(OC1CCN(CC1)CCCC(C2=CC=C(C(C)(C)C)C=C2)=O)(C3=CC=CC=C3)C4=CC=CC=C4
MFUWMPKHVOQTMZ-HSZRJFAPNA-N,24894141,147,A,6.71001,pubchem,724006,9606,ADRA1B,93,O1C(COC[C@H]1CNCCOC2=C(OC)C=CC=C2OC)(C3=CC=CC=C3)C4=CC=CC=C4
MFUWMPKHVOQTMZ-QHCPKHFHNA-N,CHEMBL2312226,147,A,5.78,chembl20,936572,9606,ADRA1B,93,C1C(O[C@H](CO1)CNCCOC2=C(C=CC=C2OC)OC)(C3=CC=CC=C3)C4=CC=CC=C4
MHMZJEYRSGRQHH-LKHHGCNMNA-N,CHEMBL257077,147,A,7.15,chembl20,469777,9606,ADRA1B,93,C=1C(=C(C=CC1)N2CCN(C3CCC(CC3)NC(NC=4C=CC=C(C4)Cl)=O)CC2)OC(C)C
PXWNTBGUQKWMOQ-PECIQRARNA-N,CHEMBL434228,147,A,8.27,chembl20,32304,9606,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(C(CC(=O)C=4C=CC=CC4)=O)CC3
QXNTWXQFMCUIBK-AFWCKIHRNA-N,50905589,147,A,7.50004,pubchem,545212,9606,ADRA1B,93,S(=O)(=O)(N)C=1C=C(C[C@H](NC[C@@H]2OC=3C(O[C@@H]2C)=CC=CC3)C)C=CC1OC
QXNTWXQFMCUIBK-NTGJWUKENA-N,50905588,24173,A,7.51004,pubchem,545218,10116,ADRA1B,93,S(=O)(=O)(N)C=1C=C(C[C@H](NC[C@H]2OC=3C(O[C@H]2C)=CC=CC3)C)C=CC1OC
QXNTWXQFMCUIBK-NTGJWUKENA-N,CHEMBL1630941,147,A,7.17,chembl20,693738,9606,ADRA1B,93,C=1(OC)C=CC(=CC1S(N)(=O)=O)C[C@H](NC[C@H]2OC3=C(C=CC=C3)O[C@H]2C)C
QVVUBPXTGZZTIW-SREBMQDQNA-N,CHEMBL289339,147,A,6.06,chembl20,34344,9606,ADRA1B,93,C1(C#N)(C=2C(C)=CC=CC2)CCN(CC1)CCCNC(C(C=3C=CC(=CC3)Cl)C(C)C)=O
QYTLWWWPYDZRAG-BKSFADMDNA-N,CHEMBL61491,147,A,8.94,chembl20,34198,9606,ADRA1B,93,N1(C(NC=2C(C1=O)=CC=CC2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
RDOIQAHITMMDAJ-UHFFFAOYNA-N,CHEMBL841,24173,A,6.27,chembl20,774697,10116,ADRA1B,93,C(C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4)(N(C)C)=O
RBXJHORKDXVNCU-LQFNOIFHNA-N,CHEMBL310471,147,A,5.41,chembl20,34342,9606,ADRA1B,93,N1(C(=O)CCCC1)CC2=NNC(=C2)CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4
PKNHRPIRHMNNHQ-UHFFFAOYNA-N,CHEMBL81173,147,A,8.17,chembl20,32895,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC(S(=O)(=O)C)=CC2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
PJPXYNKEROPCAD-UHFFFAOYNA-N,CHEMBL1910139,147,A,6.75,chembl20,774871,9606,ADRA1B,93,C12(C3C4C5(C3C1C5C24)CF)C(=O)N(C6=CC=CC=N6)CCN7CCN(CC7)C=8C(=CC=CC8)OC
PNMMHGYXIWNCEE-UHFFFAOYNA-N,44431599,147,A,6.77728,pubchem,296251,9606,ADRA1B,93,ClC=1C=C(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C=CC1C
PMUZMLQOYDGCDW-UHFFFAOYNA-N,CHEMBL310599,147,A,9.12,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCN3CCN(CC3)C4=C(Cl)C=CC=C4)C(=O)C
PPAIEDLGYFCKEB-UHFFFAOYNA-N,11857791,147,A,7.04096,pubchem,290867,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OCC(F)(F)F)=CC=CC3)CC1)C4=CC=5OCCOC5C=C4
PHYBBVYOJUKUNL-HXTKINSTNA-N,CHEMBL42156,147,A,6.04,chembl20,34344,9606,ADRA1B,93,N(C=1C=CC(=CC1)CCC(=O)NCCCN2CCC(CC2)(C(=O)OC)C3=CC=CC=C3)(=O)=O
PIKIDBPDYRQPFX-CYSPOYASNA-N,16041092,147,A,7.22185,pubchem,321751,9606,ADRA1B,93,FC1=CC(NC(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)=CC=C1F
REEJMLDMBDAFMQ-UHFFFAOYNA-N,CHEMBL80458,147,A,8.4,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C2=CC=CC=C2)C)=NCCN3CCN(CC3)C=4C=C(Cl)C=CC4OC)C(=O)C
QLLKZBYEHJGRHK-UHFFFAOYNA-N,11857862,147,A,6.55596,pubchem,302197,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OCC(F)F)=CC=CC3)CC1)C4=CC(OC)=C(OC)C=C4
QJFXDZVKRFQGQF-CYSPOYASNA-N,16041091,147,A,7.16115,pubchem,321751,9606,ADRA1B,93,FC=1C=C(CNC(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)C=CC1
RORFUFVFDXKMOM-LNNLXFCONA-N,CHEMBL49851,147,A,7.87,chembl20,34467,9606,ADRA1B,93,C=12C(=CN3C1C=CC(NCCN4CCN(CC4)C=5C(Cl)=CC=CC5)=N3)C(Cl)=NN(C2=O)C
ROSFUYQZCZTAGG-PKRZOPRNNA-N,CHEMBL1258344,147,A,6.34,chembl20,665019,9606,ADRA1B,93,C1=CC=CC=C1N2CCN(CC2)CC(CN3C(NC(C3(C4=CC=CC=C4)C5=CC=CC=C5)=O)=O)O
RVWSEMKVGGVMFS-UHFFFAOYNA-N,CHEMBL83592,147,A,7.3,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=C(F)C2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
RZJPYZWXIJSYFQ-VJSLDGLSNA-N,CHEMBL311247,147,A,8.52,chembl20,32896,9606,ADRA1B,93,N1(C(C2=CC=CC=C2C1=O)=O)CCCCN3CCC(N4C(=NC5=C4C=CC=C5)O)CC3
QOFCJVQVURHXTF-RBSXPEAGNA-N,CHEMBL445071,147,A,9,chembl20,34198,9606,ADRA1B,93,N1(C(C2=CSC=C2NC1=O)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
RUZYUOTYCVRMRZ-PECIQRARNA-N,3157,147,A,9.13077,pubchem,37335,9606,ADRA1B,93,O1C(C(=O)N2CCN(CC2)C3=NC=4C(C(=N3)N)=CC(OC)=C(OC)C4)COC=5C1=CC=CC5
RUZYUOTYCVRMRZ-PECIQRARNA-N,3157,24173,A,9.51004,pubchem,422828,10116,ADRA1B,93,O1C(C(=O)N2CCN(CC2)C3=NC=4C(C(=N3)N)=CC(OC)=C(OC)C4)COC=5C1=CC=CC5
RVPGPLCUKORXKA-UHFFFAOYNA-N,11857794,147,A,6.58336,pubchem,290867,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OCC(F)(F)F)=CC=CC3)CC1)C=4C=C(OC(F)F)C=CC4
RTOVNTIQAMZXSM-SREBMQDQNA-N,CHEMBL301707,147,A,8.74,chembl20,753882,9606,ADRA1B,93,C=12C(N=C(N(C1O)CCN3CCN(CC3)C=4C(OC)=CC=CC4)O)=C5C=CC=CC5=N2
SHLHJQDYUNFBDK-UHFFFAOYNA-N,44431574,147,A,6.79048,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=C(OC)C=CC(F)=C4
VGCCDDCHXNJOMD-UHFFFAOYNA-N,CHEMBL83340,147,A,7.82,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=C(OC)C2)CCCCN3CCC(N4C(OC5=C4C=CC=C5)=O)CC3)(=O)=O
VDYXCGVNXROZOL-UHFFFAOYNA-N,CHEMBL484102,147,A,6.02,chembl20,665019,9606,ADRA1B,93,C1CN(CCN1CC(CN2C(N(C(=O)C2(C=3C=CC=CC3)C4=CC=CC=C4)C)=O)O)C5=CC=CC=C5OC
SVYDKVHJZYHLEV-UHFFFAOYNA-N,CHEMBL78874,147,A,8.84,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCN3CCN(CC3)C4=C(OC)C=CC=C4)C(=O)CC
SSVDRIUIQGHMLI-UHFFFAOYNA-N,CHEMBL432947,147,A,7.43,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=CC2)CCCCN3CCC(N4C(OC5=C4C=C(C=C5)C)=O)CC3)(=O)=O
STIKULJYVCUQJQ-LNNLXFCONA-N,CHEMBL301078,147,A,7.82,chembl20,34467,9606,ADRA1B,93,C=12C(=CN3C1C=CC(NCCN4CCN(CC4)C=5C(OC)=CC=CC5)=N3)C(Cl)=NN(C2=O)C
VRPBNMBLMZTHCA-LNNLXFCONA-N,CHEMBL12529,147,N,4.58,chembl20,34332,9606,ADRA1B,93,N1(C(C(=O)OCC)CCC1=O)CC(=O)NCCN2CCN(CC2)C3=C(OC(C)C)C=CC=C3
UPBBTGBTRMORRK-UHFFFAOYNA-N,CHEMBL311014,147,A,5.78,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=CC2)CCCCN3CCC(N4C(OC5=C4C=CC(OC)=C5)=O)CC3)(=O)=O
UIFFGJRELUIVDZ-IPYVVANSNA-N,CHEMBL125781,147,A,6.02,chembl20,210605,9606,ADRA1B,93,C1(=C(C=2C=C(N)C=CC2)C=CC(=C1F)NC(C)C)CC(NCC=3C=CC(C(=N)N)=CC3)=O
UIQGXHPFAXTQFN-DFLUKEIKNA-N,CHEMBL358060,24173,A,9.15,chembl20,32282,10116,ADRA1B,93,N=1C(=NC=2C(C1N)=CC(=C(OC)C2)OC)N(CCCCCCN(C(C=3C=CC(=CC3)CCl)=O)C)C
UNUWGGCGYVIFOC-SREBMQDQNA-N,CHEMBL417350,147,A,6.02,chembl20,34344,9606,ADRA1B,93,C1(C#N)(C=2C(C)=CC=CC2)CCN(CC1)CCCNC(C(C=3C=CC(=CC3)F)C(C)C)=O
UNHGFWKSHHCRHF-DQEYMECFNA-N,CHEMBL72657,147,A,7.68,chembl20,34320,9606,ADRA1B,93,O1[C@H]([C@H](CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
UNHGFWKSHHCRHF-DQEYMECFNA-N,CHEMBL72657,24173,A,7.2,chembl20,34636,10116,ADRA1B,93,O1[C@H]([C@H](CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
UNHGFWKSHHCRHF-JWQCQUIFNA-N,CHEMBL286565,147,A,6.71,chembl20,34320,9606,ADRA1B,93,O1[C@@H]([C@@H](CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
UNHGFWKSHHCRHF-JWQCQUIFNA-N,CHEMBL286565,24173,A,6.11,chembl20,34636,10116,ADRA1B,93,O1[C@@H]([C@@H](CNCCOC=2C(OC)=CC=CC2OC)OC=3C1=CC=CC3)C4=CC=C(C=C4)C
UHPXZGGJCMUMGZ-UHFFFAOYNA-N,44431555,147,A,6.70997,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=CC=C(S(=O)(=O)C)C=C4
UCBIRCTZYNEBPP-UHFFFAOYNA-N,CHEMBL77618,147,A,8.84,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCCN3CCN(CC3)C=4C=C(Cl)C=CC4OC)C(=O)C
TVYZZMXYQYLCHO-UHFFFAOYNA-N,CHEMBL243229,147,A,7.65,chembl20,441868,9606,ADRA1B,93,C=1C=CC=C(C1OC(C)C)N2CCN(CC2)C3CCC(N4C(C=5C(C4=O)=CC=NC5)=O)CC3
TZIDXYRBHBHFBV-TWSYTRIPNA-N,CHEMBL178923,24173,A,7.39,chembl20,303965,10116,ADRA1B,93,C=1(N=C(N)C=2C(N1)=CC(=C(OC)C2)OC)N3CCN(CC3)C(=O)CCCCC4SSCC4
SMDCOYCKERWTAT-UHFFFAOYNA-N,CHEMBL1796047,147,A,6.82,chembl20,753882,9606,ADRA1B,93,C1(C2(C)CC(=O)N(C(C2)=O)CCCCN3CCN(CC3)C=4C=C(C=CC4OC)Cl)=CC=CC=C1
VBMWRWYJANTSGH-UHFFFAOYNA-N,CHEMBL303464,147,A,7.51,chembl20,34333,9606,ADRA1B,93,C1=2C(C(C3=CC=CC=C3)=NN(C1=O)CCN4CCN(CC4)C5=C(OC)C=CC=C5)=C(C)ON2
UZJCBXIOEQNDPF-BTZVKVKENA-N,CHEMBL1630938,147,A,8.72,chembl20,693738,9606,ADRA1B,93,C=1(OC)C=CC(=CC1S(N)(=O)=O)C[C@H](NCCOC2=C(C=CC=C2)OC(C)C)C
SGTNSNPWRIOYBX-UHFFFAOYNA-N,CHEMBL6966,24173,A,6.03,chembl20,774697,10116,ADRA1B,93,C(C1=CC(OC)=C(C=C1)OC)(C#N)(C(C)C)CCCN(CCC=2C=C(OC)C(=CC2)OC)C
SHXAAVWRLZPGKQ-GOSISDBHNA-N,CHEMBL1767143,147,A,5.7,chembl20,741666,9606,ADRA1B,93,C=1C(C(OC)=O)=CC=C(CC2=NN(C[C@H]3CCCN3C)C(C=4C2=CC=CC4)=O)C1
UUWKLRJOWBMKIO-AWQOSYSGNA-N,CHEMBL299907,147,A,8.09,chembl20,34198,9606,ADRA1B,93,N1(C(NC=2C(C1=O)=NC=CC2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
UVEKKXRFQCNLQE-ZEQRLZLVNA-N,CHEMBL297106,24173,A,5.6,chembl20,32281,10116,ADRA1B,93,O1[C@H]([C@H](CNCCOC2=C(OC)C=CC=C2OC)OC=3C1=CC=CC3)C4=CC=CC=C4
XIWPKYMQSDKSNY-UHFFFAOYNA-N,CHEMBL80730,147,A,9.19,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCN3CCN(CC3)C4=C(OC)C=CC=C4)C(=O)C(C)C
XDMUHNCCYHIUIM-HSZRJFAPNA-N,44568918,147,A,6.90001,pubchem,391752,9606,ADRA1B,93,O1C(CO[C@@H](C1)CNCCOC2=C(OC)C=CC=C2OC)(C3=CC=CC=C3)C4=CC=CC=C4
WDZOSSNSOBKEMP-UHFFFAOYNA-N,11857792,147,A,6.66555,pubchem,290867,9606,ADRA1B,93,ClC1=CC(S(=O)(=O)NC2CCC(N3CCC(CC3)C=4C(OCC(F)(F)F)=CC=CC4)CC2)=C(OC)C=C1
WEGSBUBJYGWBQE-UHFFFAOYNA-N,CHEMBL76867,147,A,5.56,chembl20,34342,9606,ADRA1B,93,C=1(N(N=C(C1)CN2C(=O)CCCC2)C)CN3CCN(CC3)C4=C(OC(C)C)C=CC=C4
VZKPTHAFKKTYRC-HZCBDIJENA-N,CHEMBL428197,147,A,6.52,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@@H](CC2)NS(C3=CC=C(C=C3)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
VZKPTHAFKKTYRC-SZPZYZBQNA-N,CHEMBL234874,147,A,6.82,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@H](CC2)NS(C3=CC=C(C=C3)F)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
VZKPTHAFKKTYRC-UHFFFAOYNA-N,44431554,147,A,6.82391,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=CC=C(F)C=C4
XOZBPBSXMJMBOL-MEMLXQNLNA-N,CHEMBL391016,147,A,6.72,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@@H](CC2)NS(C=3C=NC=CC3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
XOZBPBSXMJMBOL-OYRHEFFENA-N,CHEMBL234854,147,A,6.4,chembl20,444277,9606,ADRA1B,93,C1CN([C@H]2CC[C@H](CC2)NS(C=3C=NC=CC3)(=O)=O)CCN1C=4C=CC=CC4OC(C)C
XRCQNHQVZIQOBE-UHFFFAOYNA-N,17753379,147,A,6.60206,pubchem,296251,9606,ADRA1B,93,ClC1=CC(S(=O)(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)=C(OC)C=C1
XNFQPXDAESFNLR-UHFFFAOYNA-N,CHEMBL3216680,147,A,6.55,chembl20,588344,9606,ADRA1B,93,C1CC(C=2C=CC=CC2)(C3=CC=CC=C3)C(=O)N1CC(O)CN4CCN(CC4)C5=CC=CC=C5OCC
XXDFZPIGFGKHOT-UHFFFAOYNA-N,CHEMBL420578,147,A,6.97,chembl20,32896,9606,ADRA1B,93,S1(N(C(=O)C=2C1=CC=CC2)CCCCN3CCC(N4C(OC5=C4C=C(C=C5C)C)=O)CC3)(=O)=O
YCHPAWYLSNTMMD-NRFANRHFNA-N,CHEMBL385371,24173,A,5,chembl20,412949,10116,ADRA1B,93,C=1C2=C(C=C3O[C@H](COC31)CNCCOC4=C(C=CC=5C4=CC=CC5)OC)CCCC2
YEVKDYPUKCQOFQ-UHFFFAOYNA-N,CHEMBL81661,147,A,5.66,chembl20,34347,9606,ADRA1B,93,N1(C(=O)CCCC1)CC2=NOC(=C2)CN3CCN(CC3)C=4C(OC5=CC=CC=C5)=CC=CC4
YCSBRVKGUOPSQB-HXTKINSTNA-N,9847196,147,A,8.73049,pubchem,37206,9606,ADRA1B,93,S1C=2NC(=O)N(CCN3CCN(CC3)C=4C(OC)=CC=CC4)C(=O)C2C=C1C5=CC=CC=C5
WKPITOGUWYLINO-WMZHIEFXNA-N,CHEMBL59575,147,A,6.94,chembl20,34198,9606,ADRA1B,93,[C@H]12C=3C(=C(OC)C=CC3)CC[C@H]1CN(C2)CCN4CC=5C=C(OC)C(=CC5CC4)OC
WAEVDDXBNJUJNE-UHFFFAOYNA-N,CHEMBL1910140,147,A,6.96,chembl20,774871,9606,ADRA1B,93,C1C2(CCC(CC2)(C1)CF)C(=O)N(C3=CC=CC=N3)CCN4CCN(CC4)C=5C(=CC=CC5)OC
YJXYZPLPRPNAPZ-UHFFFAOYNA-N,44431560,147,A,6.97469,pubchem,302197,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C4=CC(OC)=C(OC)C=C4
YJZIBDJFLKZMFA-TXLGWJDZNA-N,CHEMBL60721,147,A,8.89,chembl20,34198,9606,ADRA1B,93,C=12C(N(CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3)C(NC1C(C)=CS2)=O)=O
YMBUQNAAUFTUND-FPNWVDAGNA-N,CHEMBL292881,147,A,8.68,chembl20,34198,9606,ADRA1B,93,N1(C(NC2=C(C1=O)C=CS2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
YVEQOJSJKIAGFC-QGZVFWFLNA-N,CHEMBL1767150,147,A,5.7,chembl20,741666,9606,ADRA1B,93,C=1(OC)C=C(CC2=NN(C[C@H]3CCCN3C)C(C=4C2=CC=CC4)=O)C=CC1OC
YVHLXJWWXOTYST-QUNRZGSANA-N,CHEMBL333980,147,A,5.1,chembl20,210605,9606,ADRA1B,93,C1(=C(C=CC(=C1OC)NC(C)C)C=2C=CC=CC2)CC(NCC=3C=CC(C(=N)N)=CC3)=O
YQKGLINPLKXBHP-UHFFFAOYNA-N,CHEMBL420205,147,A,8.42,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCN3CCN(CC3)C4=C(F)C=CC=C4)C(=O)C
ZQCNGXUHVDDWMJ-VJSLDGLSNA-N,CHEMBL296965,147,A,6.08,chembl20,34344,9606,ADRA1B,93,C1(C#N)(CCN(CC1)CCCNC(C(C2=CC=CC=C2)C3=CC=CC=C3)=O)C=4C=CC=CC4
ZQQZHUBFRBFZEF-UHFFFAOYNA-N,CHEMBL243692,147,A,5.97,chembl20,441868,9606,ADRA1B,93,C=1C=CC=C(C1OC(C)C)N2CCN(CC2)C3CCC(CC3)N4C(C=5C(C4=O)=CC(=C(C5)Cl)Cl)=O
ZIIYCNPQTIYWFF-UHFFFAOYNA-N,44426404,147,A,6.56067,pubchem,290867,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCC(CC2)C=3C(OC4CC4)=CC=CC3)CC1)C5=CC=6OCOC6C=C5
YXYDEEZYQMLTIS-AJTFRIOCNA-N,CHEMBL1242819,147,A,6.88,chembl20,658238,9606,ADRA1B,93,C1O[C@@](CN2C(CCCC2=O)=O)(C=3C=CC=CC3)O[C@@H]1CN4CCN(CC4)C5=CC=CC=C5OC
YXYDEEZYQMLTIS-WXVAWEFUNA-N,46934791,147,A,7.33003,pubchem,510389,9606,ADRA1B,93,O1[C@@H](CN2CCN(CC2)C=3C(OC)=CC=CC3)CO[C@@]1(CN4C(=O)CCCC4=O)C5=CC=CC=C5
ZDNRYSVLOMAJEZ-UHFFFAOYNA-N,44431553,147,A,6.65365,pubchem,296251,9606,ADRA1B,93,S(=O)(=O)(NC1CCC(N2CCN(CC2)C=3C(OC(C)C)=CC=CC3)CC1)C=4C=C(C=CC4)C(F)(F)F
ZJYUQATUAGWNGI-FPOVZHCZNA-N,10151426,147,A,7.18046,pubchem,1128463,9606,ADRA1B,93,FC=1C=C2ON=C(CCCN3C[C@@H]4[C@@H](N5C6=C4C=CC=C6N(CC5)C)CC3)C2=CC1
ZJHGMJHJDHEYNX-PIRDKLIPNA-N,CHEMBL60722,147,A,8.48,chembl20,34198,9606,ADRA1B,93,N1(C(NC=2C(C1=O)=CC=CN2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
ZGUOYAOEHJPFST-XERDFNLSNA-N,CHEMBL1630939,147,A,8.68,chembl20,693738,9606,ADRA1B,93,C=1(C=CC(C[C@H](NCCOC2=C(C=CC=C2)OCC3=CC=CC=C3)C)=CC1S(N)(=O)=O)OC
ZWNBANLWZZXEKO-CYSPOYASNA-N,16041265,147,A,7.30103,pubchem,321751,9606,ADRA1B,93,ClC=1C(NC(=O)NC2CCC(N3CCN(CC3)C=4C(OC(C)C)=CC=CC4)CC2)=C(Cl)C=CC1
ZXJGXIJMTGMYRR-UHFFFAOYNA-N,CHEMBL80641,147,A,8.48,chembl20,216132,9606,ADRA1B,93,C1(C(C(=O)N(N=C1C=2C=CC=CC2)C)=NCCN3CCN(CC3)C4=C(OC)C=CC=C4)C(=O)C
ZZLUJXKQWVKZFY-VJSLDGLSNA-N,CHEMBL40303,147,A,5.96,chembl20,34344,9606,ADRA1B,93,C1(C#N)(CCN(CC1)CCCNC(C(C2=CC=CC=C2)C3CCCCC3)=O)C=4C=CC=CC4
BGURRFIDCHOENU-NSJMMFDCNA-N,CHEMBL41677,147,A,6.77,chembl20,34460,9606,ADRA1B,93,C1(C(=O)OC)(CCN(CC1)CCCNC(C(C=2C=CC(=CC2)C)C3=CC=C(C=C3)C)=O)C4=CC=CC=C4
AROSMOXZDJFPHJ-OJWDQZQONA-N,10693231,24173,A,7.73002,pubchem,35155,10116,ADRA1B,93,O(C=1C2=C([C@H]3[C@H](CN(C3)CCN4C(=O)C=5C(NC4=O)=CC(=CC5)C#N)CC2)C=CC1)C
AROSMOXZDJFPHJ-OJWDQZQONA-N,CHEMBL62033,147,A,8.81,chembl20,34198,9606,ADRA1B,93,N1(C(NC=2C(C1=O)=CC=C(C#N)C2)=O)CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3
AXGQSWAGPJPUTJ-OXJNMPFZNA-N,CHEMBL303988,147,A,7.02,chembl20,34198,9606,ADRA1B,93,C1=2C(N(CCN3C[C@H]4C=5C(=C(OC)C=CC5)CC[C@H]4C3)CNC1=CC(=C(C2)OC)OC)=O
AQUBGXSYJSSYPL-WOXDAUEONA-N,CHEMBL343173,147,A,5.15,chembl20,210605,9606,ADRA1B,93,C=1(C(=CC=C(C1F)NCCC2=CC=CC=C2)C3=CC=CC=C3)CC(NCC4=CC=C(C(=N)N)C=C4)=O
ATQMRMGXINTJHV-UHFFFAOYNA-N,CHEMBL281350,24173,A,6,chembl20,32295,10116,ADRA1B,93,C=1C(=CC(=C(C1)C=2C=CC(=CC2)C(=O)N3CCC4=C3C=C5C(=C4)OCC56CCN(CC6)C)C)C7=NOC(=N7)C
ADETWEPXXIGKFW-NSJMMFDCNA-N,CHEMBL458002,147,A,6.25,chembl20,516617,9606,ADRA1B,93,C=1C(=C(C(N(CC=2C=CC(=C(C2)NC(C=3C=CC(=CC3)C4=CC=CC=C4)=O)C)N1)=O)Cl)N5CCNCC5
BLSQLHNBWJLIBQ-OZXSUGGENA-N,CHEMBL1306,24173,A,5.1,chembl20,774697,10116,ADRA1B,93,[C@@]1(C=2C(=CC(=CC2)Cl)Cl)(CN3N=CN=C3)O[C@@H](COC4=CC=C(N5CCN(CC5)C(C)C)C=C4)CO1
BMKZZNQBNUXUQB-PLOJYUHCNA-N,CHEMBL138119,147,A,5.17,chembl20,210605,9606,ADRA1B,93,C=1(C(=CC=C(C1O)NCCC2=CC=CC=C2)C=3C=CC=CC3)CC(NCC4=CC=C(C(=N)N)C=C4)=O
COQVFDLYAJKUNP-WOXDAUEONA-N,CHEMBL137487,147,A,5,chembl20,210605,9606,ADRA1B,93,C=1(C(C=2C=C(N)C=CC2)=CC=C(C1F)NCC3=CC=CC=C3)CC(NCC=4C=CC(C(=N)N)=CC4)=O
