Compound ID,Uniprot ID,Compound Name,Standard inchi key,Max Phase,Target Pref Name,Gene Names,Target Class,Wild type or mutant,Mutation information,PubMed ID,End Point Standard Type,End Point Standard Relation,End Point Standard Value,End Point Standard Units,Endpoint Mode of Action,Assay Format,Assay Type,Assay Sub Type,Inhibitor Type,Detection Technology,Compound concentration value,Compound concentration value units,Substrate type,Substrate Type Standard Relation,Substrate Type Standard Value,Substrate Type Standard Units,Assay cell line,Assay Description,Activity Comments,Title,Journal,Year,Volume,Issue,Authors,Annotation Comments,Assay ID,DTC Tid,DTC Activity ID,DTC Molregno,Record ID,DTC Document ID
CHEMBL3741260,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,769.4,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27923,DTCC00065920,1616239,65595
CHEMBL3741318,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,100.9,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27911,DTCC00065908,1837188,65595
CHEMBL3741483,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,794.4,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27919,DTCC00065916,872521,65595
CHEMBL3741658,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,875.3,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27886,DTCC00065903,451132,65595
CHEMBL3741808,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,,KI,=,5.754,NM,,,,,,,,,,,,,,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cell membrane after 30 mins by liquid scintillation counting,,"Enantiomeric resolution of [(2,2-diphenyl-1,3-dioxolan-4-yl)methyl](2-phenoxyethyl)amine, a potent 1and 5-HT1Areceptor ligand: an in vitro and computational study",MedChemComm,2015,6,4,"Franchini S, Baraldi A, Sorbi C, Pellati F, Cichero E, Battisti UM, Angeli P, Cilia A, Brasili L",,1541088,DTCT0023207,9684,DTCC00066482,1563132,65331
CHEMBL3742103,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,31.62,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27920,DTCC00065917,774775,65595
CHEMBL3742198,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,781.5,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27918,DTCC00065915,1324785,65595
CHEMBL3742253,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,19.69,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27925,DTCC00065922,256430,65595
CHEMBL3742276,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26643219,IC50,=,199,NM,,,,,,,,,,,,,,Antagonist activity at adrenergic alpha1B receptor (unknown origin) by firefly and renilla dual glo luciferase assay,,"Synthesis, structure-activity relationship and biological evaluation of novel arylpiperzines as 1A/1D-AR subselective antagonists for BPH.",Bioorg. Med. Chem.,2015,23,24,"Xu F, Chen H, Xu J, Liang X, He X, Shao B, Sun X, Li B, Deng X, Yuan M.",,1541511,DTCT0023207,27926,DTCC00065923,1712266,65595
CHEMBL3752576,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26739781,KI,=,1258.93,NM,,,,,,,,,,,,,,Binding affinity to alpha-1B adrenergic receptor (unknown origin) by competition binding assay,,"Receptor binding profiles and quantitative structure-affinity relationships of some 5-substituted-N,N-diallyltryptamines.",Bioorg. Med. Chem. Lett.,2016,26,3,"Cozzi NV, Daley PF.",,1550144,DTCT0023207,62478,DTCC00070939,1531285,65871
CHEMBL3752900,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26739781,KI,=,794.33,NM,,,,,,,,,,,,,,Binding affinity to alpha-1B adrenergic receptor (unknown origin) by competition binding assay,,"Receptor binding profiles and quantitative structure-affinity relationships of some 5-substituted-N,N-diallyltryptamines.",Bioorg. Med. Chem. Lett.,2016,26,3,"Cozzi NV, Daley PF.",,1550144,DTCT0023207,62480,DTCC00070941,203699,65871
CHEMBL3753318,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26739781,KI,=,1778.28,NM,,,,,,,,,,,,,,Binding affinity to alpha-1B adrenergic receptor (unknown origin) by competition binding assay,,"Receptor binding profiles and quantitative structure-affinity relationships of some 5-substituted-N,N-diallyltryptamines.",Bioorg. Med. Chem. Lett.,2016,26,3,"Cozzi NV, Daley PF.",,1550144,DTCT0023207,61520,DTCC00070943,1174224,65871
CHEMBL3754166,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26739781,KI,=,1995.26,NM,,,,,,,,,,,,,,Binding affinity to alpha-1B adrenergic receptor (unknown origin) by competition binding assay,,"Receptor binding profiles and quantitative structure-affinity relationships of some 5-substituted-N,N-diallyltryptamines.",Bioorg. Med. Chem. Lett.,2016,26,3,"Cozzi NV, Daley PF.",,1550144,DTCT0023207,61519,DTCC00070942,852078,65871
CHEMBL3754496,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26739781,KI,<,10000,NM,,,,,,,,,,,,,,Binding affinity to alpha-1B adrenergic receptor (unknown origin) by competition binding assay,,"Receptor binding profiles and quantitative structure-affinity relationships of some 5-substituted-N,N-diallyltryptamines.",Bioorg. Med. Chem. Lett.,2016,26,3,"Cozzi NV, Daley PF.",,1550144,DTCT0023207,62479,DTCC00070940,981005,65871
CHEMBL3763166,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26653033,INHIBITION,<,50,%,,,,,,,,,,,,,,Inhibition of Adrenergic alpha1B receptor (unknown origin) at 10 uM,,"Phenyl Benzenesulfonylhydrazides Exhibit Selective Indoleamine 2,3-Dioxygenase Inhibition with Potent in Vivo Pharmacodynamic Activity and Antitumor Efficacy.",J. Med. Chem.,2016,59,1,"Lin SY, Yeh TK, Kuo CC, Song JS, Cheng MF, Liao FY, Chao MW, Huang HL, Chen YL, Yang CY, Wu MH, Hsieh CL, Hsiao W, Peng YH, Wu JS, Lin LM, Sun M, Chao YS, Shih C, Wu SY, Pan SL, Hung MS, Ueng SH.",,1553767,DTCT0023207,91849,DTCC00075195,807224,66086
CHEMBL37883,P35368,,JAHHZJFOTROQSY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12672251,KI,=,63.1,NM,,cell_based,,,,,,,,,,,CHO,Affinity constant towards human recombinant Alpha-1B adrenergic receptor using [3H]prazosin (from CHO cells) as radioligand by radioligand binding assay,,"1,3-dioxolane-based ligands as a novel class of alpha1-adrenoceptor antagonists.",J. Med. Chem.,2003,46,8,"Brasili L, Sorbi C, Franchini S, Manicardi M, Angeli P, Marucci G, Leonardi A, Poggesi E",,34487,DTCT0023207,1135565,DTCC00176086,743616,17773
CHEMBL37883,P35368,,JAHHZJFOTROQSY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,22145629,KI,=,63.1,NM,,cell_based,,,,,,,,,,,CHO,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cells after 30 mins by liquid scintillation counting,,"Synthesis, biological evaluation, and docking studies of tetrahydrofuran- cyclopentanone- and cyclopentanol-based ligands acting at adrenergic a1- and serotonine 5-HT1A receptors.",J. Med. Chem.,2012,55,1,"Prandi A, Franchini S, Manasieva LI, Fossa P, Cichero E, Marucci G, Buccioni M, Cilia A, Pirona L, Brasili L",,800454,DTCT0023207,7608859,DTCC00176086,749968,47207
CHEMBL37883,P35368,,JAHHZJFOTROQSY-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,,KI,=,63.1,NM,,,,,,,,,,,,,,Displacement of [3H]prazosin from human recombinant alpha1B adrenoceptor expressed in CHO cell membrane after 30 mins by liquid scintillation counting,,"Enantiomeric resolution of [(2,2-diphenyl-1,3-dioxolan-4-yl)methyl](2-phenoxyethyl)amine, a potent 1and 5-HT1Areceptor ligand: an in vitro and computational study",MedChemComm,2015,6,4,"Franchini S, Baraldi A, Sorbi C, Pellati F, Cichero E, Battisti UM, Angeli P, Cilia A, Brasili L",,1541088,DTCT0023207,9688,DTCC00176086,754615,65331
CHEMBL37962,P35368,,QVDSNJHEPXTSHN-UHFFFAOYSA-N,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,12672251,KI,=,257.04,NM,,cell_based,,,,,,,,,,,CHO,Affinity constant towards human recombinant Alpha-1B adrenergic receptor using [3H]prazosin (from CHO cells) as radioligand by radioligand binding assay,,"1,3-dioxolane-based ligands as a novel class of alpha1-adrenoceptor antagonists.",J. Med. Chem.,2003,46,8,"Brasili L, Sorbi C, Franchini S, Manicardi M, Angeli P, Marucci G, Leonardi A, Poggesi E",,34487,DTCT0023207,1135576,DTCC00176058,1325647,17773
CHEMBL3797529,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,26954848,KI,>,1200,NM,,,,,,,,,,,,,,Displacement of 7-methoxy-[3H]-prazosin from human alpha1B adrenergic receptor expressed in CHO-K1 cell membranes incubated for 60 mins by liquid scintillation counting analysis,,"Discovery of 5-Chloro-1-(5-chloro-2-(methylsulfonyl)benzyl)-2-imino-1,2-dihydropyridine-3-carboxamide (TAK-259) as a Novel, Selective, and Orally Active 1D Adrenoceptor Antagonist with Antiurinary Frequency Effects: Reducing Human Ether-a-go-go-Related Gene (hERG) Liabilities.",J. Med. Chem.,2016,59,7,"Sakauchi N, Kohara Y, Sato A, Suzaki T, Imai Y, Okabe Y, Imai S, Saikawa R, Nagabukuro H, Kuno H, Fujita H, Kamo I, Yoshida M.",,1575806,DTCT0023207,247905,DTCC00091252,1099076,66873
CHEMBL3808408,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,610.2,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269816,DTCC00094277,807416,67126
CHEMBL3808417,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2162,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269812,DTCC00094281,256688,67126
CHEMBL3808511,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,980.5,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269715,DTCC00094407,1583774,67126
CHEMBL3808572,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,180.1,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269805,DTCC00094412,969029,67126
CHEMBL3808595,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,1361,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269827,DTCC00094270,678631,67126
CHEMBL3808632,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,640.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269818,DTCC00094278,2064313,67126
CHEMBL3808717,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,7583,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269713,DTCC00094419,1162440,67126
CHEMBL3808726,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,32.7,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269807,DTCC00094287,2064315,67126
CHEMBL3808878,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,5992,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269821,DTCC00094275,1260160,67126
CHEMBL3808896,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,168.9,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269819,DTCC00094279,289988,67126
CHEMBL3808981,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2959,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269749,DTCC00094406,451427,67126
CHEMBL3808999,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,4320,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269682,DTCC00094408,2064316,67126
CHEMBL3809032,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2248,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269809,DTCC00094284,160300,67126
CHEMBL3809093,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,130.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269804,DTCC00094411,905103,67126
CHEMBL3809175,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,866.1,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269813,DTCC00094282,1740754,67126
CHEMBL3809248,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,35.6,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269664,DTCC00094410,1066234,67126
CHEMBL3809314,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,>,10000,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269679,DTCC00094744,1390570,67126
CHEMBL3809319,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,262.9,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269683,DTCC00094409,1195031,67126
CHEMBL3809490,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,2862,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269714,DTCC00094420,1772570,67126
CHEMBL3809500,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,3139,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269820,DTCC00094274,807415,67126
CHEMBL3809532,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,3266,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269823,DTCC00094272,581423,67126
CHEMBL3809543,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,4807,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269824,DTCC00094273,969026,67126
CHEMBL3809600,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,1284,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269815,DTCC00094280,2032577,67126
CHEMBL3809630,P35368,,,0,ALPHA-1B ADRENERGIC RECEPTOR,ADRA1B,GPCR,,,27031406,IC50,=,158.5,NM,,,,,,,,,,,,,,Antagonist activity at human alpha-1B adrenergic receptor transfected in HEK293 cells assessed as reduction in agonist-induced calcium mobilization after 10 mins,,"Design, Synthesis, and Biological Evaluation of Indoline and Indole Derivatives as Potent and Selective 1A-Adrenoceptor Antagonists.",J. Med. Chem.,2016,59,8,"Zhao F, Li J, Chen Y, Tian Y, Wu C, Xie Y, Zhou Y, Wang J, Xie X, Liu H.",,1579181,DTCT0023207,269810,DTCC00094285,646500,67126
